[Gene ID]	[source_id]	[Product Description]	[Curated GO Functions]	[Computed GO Functions]	[Evidence Code]	[Computed GO Function IDs]	[Curated GO Function IDs]	[Computed GO Component IDs]	[Computed GO Components]	[Computed GO Process IDs]	[Computed GO Processes]	[Curated GO Component IDs]	[Curated GO Components]	[Curated GO Process IDs]	[Curated GO Processes]	
Tb927.8.690	Tb927.8.690:mRNA	peptidyl-prolyl cis-trans isomerase/rotamase, putative	peptidyl-prolyl cis-trans isomerase activity	isomerase activity	IEA, ISA, ISS	GO:0016853	GO:0003755	N/A	N/A	N/A	N/A	N/A	N/A	GO:0006457	protein folding	
Tb927.8.6910	Tb927.8.6910:mRNA	cyclophilin, putative	peptidyl-prolyl cis-trans isomerase activity	peptidyl-prolyl cis-trans isomerase activity	IEA, ISM	GO:0003755	GO:0003755	N/A	N/A	GO:0006457, GO:0000413	protein folding, protein peptidyl-prolyl isomerization	N/A	N/A	GO:0006457	protein folding	
Tb927.8.6930	Tb927.8.6930:mRNA	serine/threonine-protein kinase NRKB, putative	ATP binding, protein serine/threonine kinase activity	ATP binding, protein kinase activity	IEA, ISM	GO:0005524, GO:0004672	GO:0005524, GO:0004674	N/A	N/A	GO:0006468	protein phosphorylation	N/A	N/A	GO:0006468	protein phosphorylation	
Tb927.8.6940	Tb927.8.6940:mRNA	hypothetical protein, conserved	N/A	protein binding	EXP, IEA	GO:0005515	N/A	N/A	N/A	N/A	N/A	GO:0005930	axoneme	N/A	N/A	
Tb927.8.6950	Tb927.8.6950:mRNA	roadblock/LC7 family member	microtubule motor activity	N/A	EXP, ISA	N/A	GO:0003777	N/A	N/A	N/A	N/A	GO:0005930, GO:0005868	axoneme, cytoplasmic dynein complex	GO:0007018	microtubule-based movement	
Tb927.8.6960	Tb927.8.6960:mRNA	hypothetical protein, conserved	N/A	N/A	RCA	N/A	N/A	N/A	N/A	N/A	N/A	GO:0005739	mitochondrion	N/A	N/A	
Tb927.8.6970	Tb927.8.6970:mRNA	3-methylcrotonyl-CoA carboxylase alpha subunit, putative	biotin binding, methylcrotonoyl-CoA carboxylase activity	ATP binding, biotin carboxylase activity, metal ion binding	EXP, IEA, ISA, ISS, RCA	GO:0005524, GO:0004075, GO:0046872	GO:0009374, GO:0004485	N/A	N/A	GO:0008152	metabolic process	GO:0005737, GO:0005739	cytoplasm, mitochondrion	GO:0019856, GO:0000050	pyrimidine nucleobase biosynthetic process, urea cycle	
Tb927.8.6980	Tb927.8.6980:mRNA	Flagellum attachment zone protein 14	protein complex binding	N/A	EXP, IPI	N/A	GO:0032403	N/A	N/A	N/A	N/A	GO:0051286, GO:0043234	cell tip, protein complex	N/A	N/A	
Tb927.8.700	Tb927.8.700:mRNA	DNA repair and recombination helicase protein PIF7	ATP-dependent helicase activity, magnesium ion binding	ATP binding, DNA helicase activity	IC, IEA, ISA, ISM, ISS	GO:0005524, GO:0003678	GO:0008026, GO:0000287	N/A	N/A	GO:0006281, GO:0000723	DNA repair, telomere maintenance	GO:0005739	mitochondrion	GO:0006310, GO:0051276	DNA recombination, chromosome organization	
Tb927.8.7010	Tb927.8.7010:mRNA	chaperone protein DnaJ, putative	N/A	N/A	ISM	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	GO:0006457	protein folding	
Tb927.8.7020	Tb927.8.7020:mRNA	peptidase, putative	metalloendopeptidase activity	catalytic activity, metal ion binding	EXP, IEA, ISM	GO:0003824, GO:0046872	GO:0004222	N/A	N/A	N/A	N/A	GO:0097014	ciliary cytoplasm	GO:0006508	proteolysis	
Tb927.8.7040	Tb927.8.7040:mRNA	hypothetical protein, conserved	N/A	N/A	RCA	N/A	N/A	N/A	N/A	N/A	N/A	GO:0005739	mitochondrion	N/A	N/A	
Tb927.8.7050	Tb927.8.7050:mRNA	mu-adaptin 4, putative	clathrin binding	protein binding	IEA, ISA, ISM	GO:0005515	GO:0030276	GO:0030131	clathrin adaptor complex	GO:0006886, GO:0016192	intracellular protein transport, vesicle-mediated transport	GO:0030124, GO:0030125	AP-4 adaptor complex, clathrin vesicle coat	GO:0006886	intracellular protein transport	
Tb927.8.7070	Tb927.8.7070:mRNA	Flagellum attachment zone protein 15	N/A	N/A	IPI	N/A	N/A	N/A	N/A	N/A	N/A	GO:0043234	protein complex	N/A	N/A	
Tb927.8.710	Tb927.8.710:mRNA	RNA-binding protein, putative	RNA binding	nucleic acid binding	EXP, IDA, IEA, ISM	GO:0003676	GO:0003723	N/A	N/A	N/A	N/A	GO:0005737	cytoplasm	GO:0006396, GO:0010608	RNA processing, posttranscriptional regulation of gene expression	
Tb927.8.7100	Tb927.8.7100:mRNA	acetyl-CoA carboxylase	ATP binding, acetyl-CoA carboxylase activity, biotin carboxylase activity	ATP binding, acetyl-CoA carboxylase activity, biotin carboxylase activity, metal ion binding	EXP, IDA, IEA, ISA, ISM	GO:0005524, GO:0003989, GO:0004075, GO:0046872	GO:0005524, GO:0003989, GO:0004075	N/A	N/A	GO:0006633	fatty acid biosynthetic process	GO:0009343, GO:0020015, GO:0005739	biotin carboxylase complex, glycosome, mitochondrion	GO:0030497, GO:0009372	fatty acid elongation, quorum sensing	
Tb927.8.7110	Tb927.8.7110:mRNA	Serine/threonine-protein kinase NEK12.1, putative	ATP binding, protein kinase activity	ATP binding, protein kinase activity	IEA, ISM	GO:0005524, GO:0004672	GO:0005524, GO:0004672	N/A	N/A	GO:0006468	protein phosphorylation	N/A	N/A	GO:0006468	protein phosphorylation	
Tb927.8.7120	Tb927.8.7120:mRNA	squalene synthase, putative	N/A	transferase activity	EXP, IDA, IEA, ISS	GO:0016740	N/A	N/A	N/A	GO:0009058	biosynthetic process	GO:0005737, GO:0005789, GO:0005741	cytoplasm, endoplasmic reticulum membrane, mitochondrial outer membrane	GO:0006696	ergosterol biosynthetic process	
Tb927.8.7140	Tb927.8.7140:mRNA	UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase, putative	UDP-glycosyltransferase activity	galactosyltransferase activity	IEA, ISM, TAS	GO:0008378	GO:0008194	GO:0016020	membrane	GO:0006486	protein glycosylation	GO:0016021	integral component of membrane	GO:0006506	GPI anchor biosynthetic process	
Tb927.8.7150	Tb927.8.7150:mRNA	UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase, putative	UDP-glycosyltransferase activity	galactosyltransferase activity	IEA, ISM, TAS	GO:0008378	GO:0008194	GO:0016020	membrane	GO:0006486	protein glycosylation	GO:0016021	integral component of membrane	GO:0006506	GPI anchor biosynthetic process	
Tb927.8.7160	Tb927.8.7160:pseudogenic_transcript	UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase (pseudogene), putative	UDP-glycosyltransferase activity	galactosyltransferase activity	IEA, TAS	GO:0008378	GO:0008194	GO:0016020	membrane	GO:0006486	protein glycosylation	N/A	N/A	GO:0006506	GPI anchor biosynthetic process	
Tb927.8.7170	Tb927.8.7170:mRNA	inositol polyphosphate 1-phosphatase, putative	N/A	N/A	EXP, IDA, IEA, ISM, RCA	N/A	N/A	N/A	N/A	GO:0046854	phosphatidylinositol phosphorylation	GO:0020015, GO:0005739	glycosome, mitochondrion	GO:0046854	phosphatidylinositol phosphorylation	
Tb927.8.7200	Tb927.8.7200:mRNA	Region in Clathrin and VPS, putative	N/A	protein binding, zinc ion binding	IEA	GO:0005515, GO:0008270	N/A	N/A	N/A	GO:0006886, GO:0016192	intracellular protein transport, vesicle-mediated transport	N/A	N/A	N/A	N/A	
Tb927.8.7220	Tb927.8.7220:mRNA	tousled-like kinase II	ATP binding	ATP binding, protein kinase activity	IDA, IEA, ISM	GO:0005524, GO:0004672	GO:0005524	N/A	N/A	GO:0006468	protein phosphorylation	GO:0005634	nucleus	GO:0043987	histone H3-S10 phosphorylation	
Tb927.8.7250	Tb927.8.7250:mRNA	Maf1 regulator, putative	N/A	N/A	IEA	N/A	N/A	N/A	N/A	GO:0016480	negative regulation of transcription from RNA polymerase III promoter	N/A	N/A	N/A	N/A	
Tb927.8.7260	Tb927.8.7260:mRNA	kinetoplast-associated protein, putative	structural molecule activity	N/A	IDA, ISA, RCA	N/A	GO:0005198	N/A	N/A	N/A	N/A	GO:0020023	kinetoplast	GO:0000902	cell morphogenesis	
Tb927.8.7280	Tb927.8.7280:mRNA	emp24/gp25L/p24 family/GOLD, putative	N/A	N/A	IEA	N/A	N/A	GO:0016021	integral component of membrane	GO:0006810	transport	N/A	N/A	N/A	N/A	
Tb927.8.7290	Tb927.8.7290:mRNA	Regulator of chromosome condensation (RCC1) repeat, putative	N/A	N/A	RCA	N/A	N/A	N/A	N/A	N/A	N/A	GO:0005739	mitochondrion	N/A	N/A	
Tb927.8.730	Tb927.8.730:mRNA	nucleolar RNA-binding protein, putative	RNA binding	N/A	EXP, IDA, TAS	N/A	GO:0003723	N/A	N/A	N/A	N/A	N/A	N/A	GO:0016070	RNA metabolic process	
Tb927.8.7300	Tb927.8.7300:mRNA	variant surface glycoprotein (VSG)-related, putative	N/A	N/A	TAS	N/A	N/A	N/A	N/A	N/A	N/A	GO:0016021	integral component of membrane	GO:0020033	antigenic variation	
Tb927.8.7320	Tb927.8.7320:mRNA	variant surface glycoprotein (VSG)-related, putative	N/A	N/A	TAS	N/A	N/A	N/A	N/A	N/A	N/A	GO:0016021	integral component of membrane	GO:0020033	antigenic variation	
Tb927.8.7340	Tb927.8.7340:mRNA	trans-sialidase, putative	exo-alpha-sialidase activity	N/A	ISM	N/A	GO:0004308	N/A	N/A	N/A	N/A	N/A	N/A	GO:0009405	pathogenesis	
Tb927.8.7350	Tb927.8.7350:mRNA	trans-sialidase, putative	exo-alpha-sialidase activity	N/A	ISM	N/A	GO:0004308	N/A	N/A	N/A	N/A	N/A	N/A	GO:0009405	pathogenesis	
Tb927.8.7380	Tb927.8.7380:mRNA	dihydrolipoamide dehydrogenase, point mutation	disulfide oxidoreductase activity	flavin adenine dinucleotide binding, oxidoreductase activity	EXP, IEA, ISM, ISS, RCA	GO:0050660, GO:0016491	GO:0015036	N/A	N/A	GO:0045454, GO:0055114	cell redox homeostasis, oxidation-reduction process	GO:0005737, GO:0005739	cytoplasm, mitochondrion	GO:0045454, GO:0055114	cell redox homeostasis, oxidation-reduction process	
Tb927.8.7390	Tb927.8.7390:mRNA	protein phosphatase 1	protein serine/threonine phosphatase activity	hydrolase activity	IDA, IEA, ISA, ISM	GO:0016787	GO:0004722	N/A	N/A	N/A	N/A	N/A	N/A	GO:0006470	protein dephosphorylation	
Tb927.8.740	Tb927.8.740:mRNA	nucleolar RNA-binding protein (fragment)	RNA binding	N/A	ISA	N/A	GO:0003723	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
Tb927.8.7400	Tb927.8.7400:mRNA	RNA polymerase IIA largest subunit	DNA binding, DNA-directed RNA polymerase activity	DNA binding, DNA-directed RNA polymerase activity	IEA, ISS, TAS	GO:0003677, GO:0003899	GO:0003677, GO:0003899	N/A	N/A	GO:0006351	transcription, DNA-templated	GO:0005634	nucleus	GO:0006351	transcription, DNA-templated	
Tb927.8.7410	Tb927.8.7410:mRNA	calreticulin, putative	carbohydrate binding, glucosidase activity, transferase activity, transferring glycosyl groups	calcium ion binding, unfolded protein binding	EXP, IEA, ISA, ISM	GO:0005509, GO:0051082	GO:0030246, GO:0015926, GO:0016757	GO:0005783	endoplasmic reticulum	GO:0006457	protein folding	GO:0005783, GO:0016021	endoplasmic reticulum, integral component of membrane	GO:0006457	protein folding	
Tb927.8.7420	Tb927.8.7420:mRNA	TerD domain containing protein, putative	N/A	N/A	IEA	N/A	N/A	N/A	N/A	GO:0006950	response to stress	N/A	N/A	N/A	N/A	
Tb927.8.7430	Tb927.8.7430:mRNA	ubiquinol-cytochrome c reductase, putative	ubiquinol-cytochrome-c reductase activity	N/A	ISM	N/A	GO:0008121	N/A	N/A	N/A	N/A	GO:0005750	mitochondrial respiratory chain complex III	GO:0006122	mitochondrial electron transport, ubiquinol to cytochrome c	
Tb927.8.7440	Tb927.8.7440:mRNA	lipase, putative	triglyceride lipase activity	N/A	IEA, ISM	N/A	GO:0004806	N/A	N/A	GO:0006629	lipid metabolic process	N/A	N/A	N/A	N/A	
Tb927.8.7450	Tb927.8.7450:mRNA	myosin heavy chain kinase A, putative	protein kinase activity	ATP binding, protein serine/threonine kinase activity	IEA, ISM	GO:0005524, GO:0004674	GO:0004672	N/A	N/A	GO:0006468	protein phosphorylation	N/A	N/A	GO:0006468	protein phosphorylation	
Tb927.8.7460	Tb927.8.7460:mRNA	zinc transporter, putative	metal ion transmembrane transporter activity	cation transmembrane transporter activity	IEA, ISA, ISM, ISO	GO:0008324	GO:0046873	GO:0016021	integral component of membrane	GO:0006812, GO:0055085	cation transport, transmembrane transport	GO:0020022, GO:0016021	acidocalcisome, integral component of membrane	GO:0010038	response to metal ion	
Tb927.8.7470	Tb927.8.7470:mRNA	hypothetical protein, conserved	N/A	protein binding	IEA	GO:0005515	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
Tb927.8.7490	Tb927.8.7490:mRNA	symplekin	N/A	N/A	IMP, IPI	N/A	N/A	N/A	N/A	N/A	N/A	GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	GO:0006378, GO:0000365	mRNA polyadenylation, mRNA trans splicing, via spliceosome	
Tb927.8.750	Tb927.8.750:mRNA	nucleolar RNA-binding protein, putative	RNA binding	N/A	ISA	N/A	GO:0003723	N/A	N/A	N/A	N/A	N/A	N/A	GO:0016070	RNA metabolic process	
Tb927.8.7510	Tb927.8.7510:mRNA	p-nitrophenylphosphatase, putative	phosphatase activity	N/A	ISA	N/A	GO:0016791	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
Tb927.8.7520	Tb927.8.7520:mRNA	aminopeptidase, putative	metalloexopeptidase activity	metallopeptidase activity, zinc ion binding	IEA, ISM, ISS	GO:0008237, GO:0008270	GO:0008235	N/A	N/A	N/A	N/A	N/A	N/A	GO:0006508	proteolysis	
Tb927.8.7530	Tb927.8.7530:mRNA	3,2-trans-enoyl-CoA isomerase, mitochondrial precursor, putative	catalytic activity	catalytic activity	IDA, IEA, ISM, RCA	GO:0003824	GO:0003824	N/A	N/A	GO:0008152	metabolic process	GO:0005739	mitochondrion	N/A	N/A	
Tb927.8.7560	Tb927.8.7560:mRNA	CorA-like Mg2+ transporter protein, putative	N/A	metal ion transmembrane transporter activity	IEA, ISM	GO:0046873	N/A	GO:0016020	membrane	GO:0030001, GO:0055085	metal ion transport, transmembrane transport	GO:0016021	integral component of membrane	N/A	N/A	
Tb927.8.7570	Tb927.8.7570:mRNA	tRNA-dihydrouridine synthase 1, putative	flavin adenine dinucleotide binding, tRNA dihydrouridine synthase activity	flavin adenine dinucleotide binding, tRNA dihydrouridine synthase activity	IEA, ISM	GO:0050660, GO:0017150	GO:0050660, GO:0017150	N/A	N/A	GO:0055114, GO:0008033	oxidation-reduction process, tRNA processing	N/A	N/A	GO:0006400	tRNA modification	
Tb927.8.7580	Tb927.8.7580:mRNA	RING-variant domain containing protein, putative	zinc ion binding	zinc ion binding	EXP, IEA, ISM	GO:0008270	GO:0008270	N/A	N/A	N/A	N/A	GO:0005737, GO:0016021	cytoplasm, integral component of membrane	N/A	N/A	
Tb927.8.7590	Tb927.8.7590:mRNA	receptor-type adenylate cyclase GRESAG 4, putative	adenylate cyclase activity	phosphorus-oxygen lyase activity	IEA, ISM	GO:0016849	GO:0004016	N/A	N/A	GO:0009190, GO:0035556	cyclic nucleotide biosynthetic process, intracellular signal transduction	GO:0016021	integral component of membrane	GO:0035556	intracellular signal transduction	
Tb927.8.760	Tb927.8.760:mRNA	nucleolar RNA-binding protein	RNA binding, protein binding, protein serine/threonine/tyrosine kinase activity	N/A	IDA, IPI, TAS	N/A	GO:0003723, GO:0005515, GO:0004712	N/A	N/A	N/A	N/A	N/A	N/A	GO:0016070	RNA metabolic process	
Tb927.8.7600	Tb927.8.7600:mRNA	amino acid transporter, putative	amine transmembrane transporter activity	N/A	EXP, ISM, RCA	N/A	GO:0005275	N/A	N/A	N/A	N/A	GO:0005783, GO:0005743	endoplasmic reticulum, mitochondrial inner membrane	GO:0006865	amino acid transport	
Tb927.8.7610	Tb927.8.7610:mRNA	amino acid transporter 1, putative	amine transmembrane transporter activity	N/A	ISM	N/A	GO:0005275	N/A	N/A	N/A	N/A	N/A	N/A	GO:0006865	amino acid transport	
Tb927.8.7620	Tb927.8.7620:mRNA	amino acid transporter 1, putative	amine transmembrane transporter activity	N/A	ISM	N/A	GO:0005275	N/A	N/A	N/A	N/A	N/A	N/A	GO:0006865	amino acid transport	
Tb927.8.7630	Tb927.8.7630:mRNA	amino acid transporter 1, putative	amine transmembrane transporter activity	N/A	ISM	N/A	GO:0005275	N/A	N/A	N/A	N/A	N/A	N/A	GO:0006865	amino acid transport	
Tb927.8.7640	Tb927.8.7640:mRNA	amino acid transporter 1, putative	amine transmembrane transporter activity	N/A	IDA, ISM	N/A	GO:0005275	N/A	N/A	N/A	N/A	GO:0005886	plasma membrane	GO:0006865	amino acid transport	
Tb927.8.7650	Tb927.8.7650:mRNA	amino acid transporter, putative	amine transmembrane transporter activity	N/A	ISM	N/A	GO:0005275	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
Tb927.8.7670	Tb927.8.7670:mRNA	amino acid transporter, putative	amine transmembrane transporter activity	N/A	ISM	N/A	GO:0005275	N/A	N/A	N/A	N/A	N/A	N/A	GO:0006865	amino acid transport	
Tb927.8.7680	Tb927.8.7680:mRNA	amino acid transporter, putative	amine transmembrane transporter activity	N/A	ISM	N/A	GO:0005275	N/A	N/A	N/A	N/A	GO:0016021	integral component of membrane	GO:0006865	amino acid transport	
Tb927.8.7700	Tb927.8.7700:mRNA	amino acid transporter, putative	amine transmembrane transporter activity	N/A	ISM	N/A	GO:0005275	N/A	N/A	N/A	N/A	GO:0016021	integral component of membrane	GO:0006865	amino acid transport	
Tb927.8.7710	Tb927.8.7710:mRNA	hypothetical protein, conserved	N/A	N/A	ISM	N/A	N/A	N/A	N/A	N/A	N/A	GO:0016021	integral component of membrane	N/A	N/A	
Tb927.8.7720	Tb927.8.7720:mRNA	hypothetical protein, conserved	N/A	N/A	ISM	N/A	N/A	N/A	N/A	N/A	N/A	GO:0016021	integral component of membrane	N/A	N/A	
Tb927.8.7730	Tb927.8.7730:mRNA	Sphingosine N-acyltransferase, putative	protein binding, sphingosine N-acyltransferase activity	N/A	IEA, IPI, ISA	N/A	GO:0005515, GO:0050291	GO:0016021	integral component of membrane	N/A	N/A	GO:0061576	acyl-CoA ceramide synthase complex	GO:0046513	ceramide biosynthetic process	
Tb927.8.7740	Tb927.8.7740:mRNA	amino acid transporter, putative	amine transmembrane transporter activity	N/A	ISM	N/A	GO:0005275	N/A	N/A	N/A	N/A	N/A	N/A	GO:0006865	amino acid transport	
Tb927.8.7760	Tb927.8.7760:mRNA	hypothetical protein, conserved	N/A	N/A	IDA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	GO:0010608	posttranscriptional regulation of gene expression	
Tb927.8.7770	Tb927.8.7770:mRNA	aldehyde dehydrogenase family, putative	N/A	oxidoreductase activity	IEA, RCA	GO:0016491	N/A	N/A	N/A	GO:0055114	oxidation-reduction process	GO:0005739	mitochondrion	N/A	N/A	
Tb927.8.7820	Tb927.8.7820:mRNA	'Cold-shock' DNA-binding domain containing protein, putative	N/A	DNA binding	IDA, IEA	GO:0003677	N/A	N/A	N/A	GO:0006355	regulation of transcription, DNA-templated	N/A	N/A	GO:0010608	posttranscriptional regulation of gene expression	
Tb927.8.7840	Tb927.8.7840:mRNA	dynein heavy chain, cytosolic, putative	N/A	N/A	ISA	N/A	N/A	N/A	N/A	N/A	N/A	GO:0005881	cytoplasmic microtubule	GO:0000132	establishment of mitotic spindle orientation	
Tb927.8.7860	Tb927.8.7860:mRNA	receptor-type adenylate cyclase GRESAG 4, putative	adenylate cyclase activity	phosphorus-oxygen lyase activity	IEA, ISM	GO:0016849	GO:0004016	N/A	N/A	GO:0009190, GO:0035556	cyclic nucleotide biosynthetic process, intracellular signal transduction	GO:0016021	integral component of membrane	GO:0035556	intracellular signal transduction	
Tb927.8.7870	Tb927.8.7870:mRNA	receptor-type adenylate cyclase GRESAG 4, putative	adenylate cyclase activity	phosphorus-oxygen lyase activity	IEA, ISM	GO:0016849	GO:0004016	N/A	N/A	GO:0009190, GO:0035556	cyclic nucleotide biosynthetic process, intracellular signal transduction	GO:0016021	integral component of membrane	GO:0035556	intracellular signal transduction	
Tb927.8.7890	Tb927.8.7890:mRNA	receptor-type adenylate cyclase GRESAG 4, putative	adenylate cyclase activity	phosphorus-oxygen lyase activity	IEA, ISM	GO:0016849	GO:0004016	N/A	N/A	GO:0009190, GO:0035556	cyclic nucleotide biosynthetic process, intracellular signal transduction	GO:0016021	integral component of membrane	GO:0035556	intracellular signal transduction	
Tb927.8.7900	Tb927.8.7900:mRNA	receptor-type adenylate cyclase GRESAG 4, putative	adenylate cyclase activity	phosphorus-oxygen lyase activity	IEA, ISM	GO:0016849	GO:0004016	N/A	N/A	GO:0009190, GO:0035556	cyclic nucleotide biosynthetic process, intracellular signal transduction	GO:0016021	integral component of membrane	GO:0035556	intracellular signal transduction	
Tb927.8.7910	Tb927.8.7910:pseudogenic_transcript	receptor-type adenylate cyclase GRESAG 4, frameshift	N/A	phosphorus-oxygen lyase activity	IEA	GO:0016849	N/A	N/A	N/A	GO:0009190, GO:0035556	cyclic nucleotide biosynthetic process, intracellular signal transduction	N/A	N/A	N/A	N/A	
Tb927.8.7920	Tb927.8.7920:mRNA	receptor-type adenylate cyclase GRESAG 4, putative	adenylate cyclase activity	phosphorus-oxygen lyase activity	IEA, ISM	GO:0016849	GO:0004016	N/A	N/A	GO:0009190, GO:0035556	cyclic nucleotide biosynthetic process, intracellular signal transduction	GO:0016021	integral component of membrane	N/A	N/A	
Tb927.8.7930	Tb927.8.7930:mRNA	receptor-type adenylate cyclase GRESAG 4, putative	adenylate cyclase activity	phosphorus-oxygen lyase activity	IEA, ISM	GO:0016849	GO:0004016	N/A	N/A	GO:0009190, GO:0035556	cyclic nucleotide biosynthetic process, intracellular signal transduction	GO:0016021	integral component of membrane	GO:0035556	intracellular signal transduction	
Tb927.8.7940	Tb927.8.7940:mRNA	receptor-type adenylate cyclase GRESAG 4, putative	adenylate cyclase activity	phosphorus-oxygen lyase activity	IEA, ISM	GO:0016849	GO:0004016	N/A	N/A	GO:0009190, GO:0035556	cyclic nucleotide biosynthetic process, intracellular signal transduction	GO:0016021	integral component of membrane	GO:0035556	intracellular signal transduction	
Tb927.8.7950	Tb927.8.7950:mRNA	Flagellar Member 4	N/A	protein binding	IEA	GO:0005515	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
Tb927.8.7980	Tb927.8.7980:mRNA	Pyrophosphate-energized vacuolar membrane proton pump 2, putative	hydrogen-translocating pyrophosphatase activity	hydrogen-translocating pyrophosphatase activity, inorganic diphosphatase activity	IEA, ISM, ISO	GO:0009678, GO:0004427	GO:0009678	GO:0016020	membrane	GO:0015992	proton transport	GO:0000139, GO:0020022, GO:0000331, GO:0016021	Golgi membrane, acidocalcisome, contractile vacuole, integral component of membrane	GO:0006874, GO:0051452, GO:0015992	cellular calcium ion homeostasis, intracellular pH reduction, proton transport	
Tb927.8.7990	Tb927.8.7990:mRNA	Thioredoxin-like/Protein of unknown function (DUF3638)/Protein of unknown function (DUF3645), putative	N/A	zinc ion binding	IEA	GO:0008270	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
Tb927.8.800	Tb927.8.800:mRNA	Domain of unknown function (DUF3437), putative	N/A	binding	IEA	GO:0005488	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
Tb927.8.8020	Tb927.8.8020:mRNA	monoglyceride lipase, putative	hydrolase activity	N/A	ISM	N/A	GO:0016787	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
Tb927.8.8030	Tb927.8.8030:mRNA	emp24/gp25L/p24 family/GOLD, putative	N/A	N/A	IEA	N/A	N/A	GO:0016021	integral component of membrane	GO:0006810	transport	N/A	N/A	N/A	N/A	
Tb927.8.8040	Tb927.8.8040:mRNA	kinetoplastid-specific phospho-protein phosphatase, putative	protein serine/threonine phosphatase activity	hydrolase activity	IEA, ISM	GO:0016787	GO:0004722	N/A	N/A	N/A	N/A	N/A	N/A	GO:0006470	protein dephosphorylation	
Tb927.8.8050	Tb927.8.8050:mRNA	Nucleoporin NUP75	N/A	N/A	EXP, IDA, IPI	N/A	N/A	N/A	N/A	N/A	N/A	GO:0005643	nuclear pore	N/A	N/A	
